id,name,date,self_development,geo_flex,financial_support_self,result,course_interest
1122,Gabrila Hehir,05/02/2019,Yes,Yes,No,Fail,Engineering
1123,Larine Burcombe,19/02/2019,Yes,Yes,No,Fail,Engineering
1124,Hermy Witherby,07/02/2019,Yes,Yes,Yes,Pass,Engineering
1125,Frasier Greedyer,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1126,Sully Rosenbarg,14/02/2019,Yes,Yes,Yes,Pass,Engineering
1127,Nicolai Stockey,19/02/2019,Yes,No,Yes,Fail,Data
1128,Reese Proswell,26/02/2019,Yes,Yes,Yes,Pass,Business
1129,Fannie Mcgoogan,07/02/2019,Yes,No,Yes,Fail,Data
1130,Aluino Sainter,05/02/2019,Yes,Yes,Yes,Pass,Engineering
1131,Andros Wickson,19/02/2019,Yes,Yes,Yes,Pass,Business
1132,Enoch Batte,07/02/2019,Yes,No,Yes,Fail,Engineering
1133,Henryetta Allwell,27/02/2019,Yes,Yes,Yes,Pass,Business
1134,Poul Basnett,05/02/2019,No,Yes,Yes,Fail,Engineering
1135,Hunt Ainsby,21/02/2019,Yes,Yes,Yes,Fail,Data
1136,Vincents Bahl,20/02/2019,Yes,Yes,Yes,Pass,Business
1137,Sherlock Sibley,13/02/2019,Yes,No,Yes,Fail,Data
1138,Gillie Mcauliffe,27//02/2019,Yes,Yes,Yes,Pass,Business
1139,Flori Faithorn,21/02/2019,Yes,Yes,Yes,Pass,Data
1140,Nicolette Bonehill,05/02/2019,No,Yes,Yes,Fail,Engineering
1141,Tobiah Aistrop,06/02/2019,Yes,Yes,Yes,Pass,Business
1142,Brandyn Macclinton,14/02/2019,Yes,Yes,Yes,Pass,Business
1143,Timoteo Pack,27/02/2019,Yes,Yes,Yes,Pass,Business
1144,Maudie Dadswell,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1145,Glen Spuner,27/02/2019,Yes,Yes,Yes,Fail,Engineering
1146,Tobey Mabbett,14/02/2019,Yes,No,Yes,Fail,Data
1147,Garey Bischop,06/02/2019,Yes,Yes,Yes,Fail,Business
1148,Adria Zorro,12/02/2019,Yes,No,Yes,Fail,Business
1149,Lane Myrkus,13/02/2019,Yes,Yes,Yes,Pass,Engineering
1150,Kimmi Bodell,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1151,Mart Greser,26/02/2019,Yes,Yes,No,Fail,Data
1152,Joanne Le Jean,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1153,Audre Thomerson,12/02/2019,Yes,Yes,No,Fail,Business
1154,Geraldine Pinnocke,14/02/2019,Yes,Yes,Yes,Pass,Data
1155,Booth Coweuppe,21/02/2019,Yes,Yes,Yes,Pass,Business
1156,Carmella Guidi,20/02/2019,Yes,Yes,No,Fail,Data
1157,Lanae Christophle,14/02/2019,Yes,Yes,Yes,Pass,Data
1158,Crosby Eliasson,28/02/2019,Yes,Yes,Yes,Pass,Business
1159,Jan Horrod,27/02/2019,Yes,Yes,Yes,Pass,Data
1160,Aggi Willetts,27/02/2019,Yes,Yes,Yes,Pass,Data
1161,Scottie Orknay,06/02/2019,Yes,Yes,Yes,Pass,Data
1162,Arley Dangl,06/02/2019,Yes,Yes,Yes,Pass,Business
1163,Kimberley Mcgeouch,28/02/2019,Yes,Yes,Yes,Pass,Data
1164,Burtie Clubley,27/02/2019,Yes,Yes,Yes,Pass,Data
1165,Cary Heberden,06/02/2019,Yes,Yes,Yes,Pass,Engineering
1166,Benjamen Harrow,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1167,Ermentrude Larrosa,27/02/2019,Yes,Yes,Yes,Pass,Engineering
1168,Moe Finnie,27/02/2019,Yes,Yes,Yes,Fail,Business
1169,Antonia Mackaig,13/02/2019,Yes,Yes,Yes,Pass,Data
1170,Barrie Schruurs,14/02/2019,Yes,Yes,Yes,Pass,Data
1171,Audrye Tobias,26/02/2019,Yes,Yes,Yes,Pass,Business
1172,Debby Mcglynn,26/02/2019,Yes,Yes,Yes,Fail,Data
1173,Fabien Hardaway,05/02/2019,Yes,Yes,Yes,Pass,Engineering
1174,Shelley O'Dyvoie,19/02/2019,Yes,Yes,Yes,Pass,Data
1175,Maurits Alger,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1176,Horatia Tompkin,20/02/2019,Yes,No,Yes,Fail,Business
1177,Darryl Gleed,20/02/2019,Yes,No,Yes,Fail,Data
1178,Hughie Baggelley,06/02/2019,Yes,Yes,Yes,Pass,Engineering
1179,Fayre Swadlinge,14/02/2019,Yes,Yes,Yes,Fail,Business
1180,Rainer Beecheno,20/02/2019,Yes,Yes,No,Fail,Data
1181,Beryle D'Antonio,13/02/2019,Yes,No,No,Fail,Engineering
1182,Keriann Crambie,05/02/2019,Yes,Yes,Yes,Pass,Business
1183,Elora Ellen,14/02/2019,Yes,Yes,Yes,Pass,Business
1184,Robbin Duchesne,12/02/2019,Yes,Yes,Yes,Fail,Engineering
1185,Harwilll Pownall,19/02/2019,Yes,Yes,Yes,Pass,Data
1186,Arda Disbrow,13/02/2019,Yes,Yes,Yes,Pass,Data
1187,Gertrud Nind,12/02/2019,Yes,No,Yes,Fail,Engineering
1188,Slade Cannavan,20/02/2019,Yes,Yes,Yes,Pass,Data
1189,Kalil Mcpaike,14/02/2019,Yes,Yes,Yes,Pass,Business
1190,Trix Bowerbank,06/02/2019,No,Yes,Yes,Fail,Business
1191,Wolf Cattermull,07/02/2019,Yes,Yes,Yes,Fail,Engineering
1192,Dionysus Garter,13/02/2019,Yes,Yes,Yes,Pass,Data
1193,Avram Dank,07/02/2019,No,No,Yes,Fail,Engineering
1194,Bert Spall,21/02/2019,Yes,Yes,Yes,Pass,Data
1195,Georg Battman,26/02/2019,Yes,Yes,Yes,Pass,Business
1196,Nikola Giroldi,05/02/2019,Yes,Yes,Yes,Pass,Business
1197,Lydie Broadfield,27/02/2019,Yes,Yes,Yes,Pass,Data
1198,Andrew Giurio,06/02/2019,Yes,Yes,Yes,Fail,Engineering
1199,Millie Standell,21/02/2019,Yes,Yes,No,Fail,Data
1200,Aloin Ashment,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1201,Jere Jordine,13/02/2019,Yes,Yes,Yes,Fail,Data
1202,Rowe Fritter,05/02/2019,Yes,Yes,Yes,Pass,Business
1203,Annie Rosa,06/02/2019,Yes,No,Yes,Fail,Data
1204,Daisie Wildsmith,05/02/2019,Yes,Yes,Yes,Pass,Business
1205,Herminia Brettel,13/02/2019,Yes,Yes,Yes,Pass,Business
1206,Marco Torra,19/02/2019,Yes,No,Yes,Fail,Data
1207,Marco Torra,19/02/2019,Yes,No,Yes,Fail,Data
1208,Nerissa Culvey,19/02/2019,Yes,Yes,Yes,Fail,Data
1209,Shanon Oldknow,05/02/2019,Yes,Yes,Yes,Pass,Data
1210,Jefferson Paynton,19/02/2019,Yes,Yes,Yes,Pass,Data
1211,Nicol Bragge,14/02/2019,Yes,Yes,Yes,Pass,Data
1212,Rollo Quarry,05/02/2019,Yes,Yes,Yes,Pass,Data
1213,Sophie Bosse,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1214,Aldwin Pilgram,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1215,Kyla Chadburn,27/02/2019,Yes,Yes,Yes,Pass,Data
1216,Denyse Worley,21/02/2019,Yes,Yes,Yes,Pass,Data
1217,Thaxter Plaid,07/02/2019,Yes,Yes,Yes,Pass,Business
1218,Gannie Lamberteschi,13/02/2019,Yes,Yes,Yes,Pass,Engineering
1219,Dina Durbyn,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1220,Ashley Dempsey,27/02/2019,Yes,Yes,Yes,Pass,Data
1221,Elroy Hatchell,19/02/2019,Yes,Yes,Yes,Pass,Business
1222,Sigismond O'Heagertie,06/02/2019,Yes,Yes,Yes,Fail,Data
1223,Chlo Fair,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1224,Loraine Colville,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1225,Barbabas Huygens,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1226,Olivier Veazey,06/02/2019,Yes,Yes,Yes,Pass,Engineering
1227,Hildagarde Churchlow,13/02/2019,Yes,Yes,Yes,Pass,Business
1228,Abran Munson,20/02/2019,Yes,Yes,Yes,Pass,Business
1229,Brena Creeber,13/02/2019,Yes,Yes,Yes,Pass,Business
1230,Connor Gegg,14/02/2019,Yes,Yes,Yes,Pass,Data
1231,Julita Benoy,19/02/2019,Yes,Yes,Yes,Pass,Business
1232,Terry Macvanamy,26/02/2019,No,Yes,No,Fail,Engineering
1233,Malachi Carlisso,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1234,Leonhard Sogg,12/02/2019,Yes,Yes,Yes,Pass,Data
1235,Sheridan Angeau,26/02/2019,Yes,Yes,Yes,Pass,Data
1236,Lilllie Kun,13/02/2019,Yes,Yes,No,Fail,Data
1237,Abbe Ballard,21/02/2019,Yes,Yes,Yes,Pass,Data
1238,Farah Ely,14/02/2019,Yes,No,Yes,Fail,Data
1239,Vale Trevarthen,13/02/2019,No,Yes,No,Fail,Data
1240,Verney Stieger,14/02/2019,No,Yes,Yes,Fail,Engineering
1241,Saxon Mctiernan,19/02/2019,Yes,Yes,Yes,Fail,Engineering
1242,Kaleb Cappel,05/02/2019,Yes,Yes,Yes,Pass,Data
1243,Gussy Mathias,06/02/2019,Yes,Yes,Yes,Pass,Data
1244,Hermann Caser,26/02/2019,Yes,Yes,Yes,Pass,Data
1245,Verine Darter,27/02/2019,Yes,No,Yes,Fail,Data
1246,Pace Delion,20/02/2019,No,Yes,No,Fail,Data
1247,Rooney Sheldrick,21/02/2019,Yes,Yes,Yes,Pass,Data
1248,Rooney Sheldrick,21/02/2019,Yes,Yes,Yes,Pass,Data
1249,Tabitha Vowdon,12/02/2019,No,Yes,Yes,Fail,Engineering
1250,Alphard Marrison,05/02/2019,Yes,Yes,No,Fail,Data
1251,Christy Kyston,07/02/2019,Yes,Yes,Yes,Pass,Business
1252,Inna Kidman,12/02/2019,Yes,Yes,Yes,Pass,Data
1253,Inna Kidman,12/02/2019,Yes,Yes,Yes,Pass,Data
1254,Sammy Gowrie,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1255,Zaneta Rowbottom,27/02/2019,No,Yes,Yes,Fail,Data
1256,Solly Kollas,14/02/2019,Yes,Yes,Yes,Pass,Engineering
1257,Gaspard Dunn,28/02/2019,Yes,Yes,Yes,Pass,Data
1258,Ali Shegog,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1259,Liuka Drissell,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1260,Fabian Exell,13/02/2019,Yes,Yes,Yes,Pass,Engineering
1261,Howard Shipperbottom,26/02/2019,No,No,No,Fail,Engineering
1262,Fletcher Ayllett,20/02/2019,Yes,Yes,Yes,Pass,Data
1263,Kipp Le Huquet,14/02/2019,No,No,Yes,Fail,Business
1264,Marmaduke Bratch,26/02/2019,Yes,Yes,Yes,Pass,Data
1265,Rici Willingale,28/02/2019,Yes,Yes,Yes,Fail,Business
1266,Randi Lebourn,12/02/2019,No,Yes,Yes,Fail,Data
1267,Bryanty Croal,06/02/2019,Yes,Yes,Yes,Pass,Data
1268,Sonja Scibsey,14/02/2019,Yes,No,Yes,Fail,Business
1269,Elinore Dunnan,19/02/2019,Yes,Yes,Yes,Fail,Engineering
1270,Auguste Armstead,28/02/2019,Yes,Yes,Yes,Pass,Business
1271,Kiel Mcmullen,12/02/2019,Yes,Yes,Yes,Pass,Data
1272,Kerby Tranfield,28/02/2019,Yes,Yes,Yes,Pass,Data
1273,Jeromy Gauntley,28/02/2019,Yes,No,Yes,Fail,Data
1274,Jacob Esley,28/02/2019,Yes,Yes,No,Fail,Engineering
1275,Alessandra Krollmann,13/02/2019,Yes,Yes,Yes,Pass,Engineering
1276,Hilary Foxen,06/02/2019,Yes,Yes,Yes,Pass,Business
1277,Katleen Siddon,28/02/2019,Yes,Yes,Yes,Pass,Data
1278,Kendal Timmens,27/02/2019,No,Yes,Yes,Fail,Engineering
1279,Joy Critten,05/02/2019,Yes,Yes,Yes,Fail,Engineering
1280,Rosmunda Dionisetti,28/02/2019,Yes,Yes,Yes,Fail,Business
1281,Bryanty Garbutt,21/02/2019,Yes,Yes,Yes,Pass,Data
1282,Ilaire Ord,27/02/2019,Yes,Yes,Yes,Pass,Business
1283,Hilarius Zywicki,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1284,Vail Noen,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1285,Jilly Lampett,07/02/2019,Yes,Yes,Yes,Pass,Business
1286,Elysee Mardoll,19/02/2019,Yes,Yes,No,Fail,Data
1287,Cissy Arnoult,20/02/2019,Yes,Yes,Yes,Pass,Data
1288,Weston Bakes,26/02/2019,Yes,Yes,Yes,Pass,Data
1289,Padget Gillyatt,05/02/2019,Yes,Yes,Yes,Pass,Data
1290,Brinna Bridle,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1291,Brinna Bridle,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1292,Emmalynn Valentetti,05/02/2019,Yes,Yes,Yes,Pass,Engineering
1293,Ealasaid Badcock,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1294,Stanfield Collison,27/02/2019,Yes,Yes,No,Fail,Data
1295,Edin Elie,26/02/2019,Yes,Yes,Yes,Pass,Data
1296,Ruy Wythill,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1297,Shawn Bowmer,07/02/2019,Yes,Yes,Yes,Pass,Data
1298,Marianne Pietruszka,27/02/2019,Yes,Yes,Yes,Pass,Data
1299,Arley Pinnegar,05/02/2019,Yes,Yes,No,Fail,Engineering
1300,Wash Mchaffy,21/02/2019,Yes,Yes,Yes,Pass,Data
1301,El Durante,13/02/2019,Yes,Yes,Yes,Pass,Data
1302,Benedick Arnhold,13/02/2019,Yes,Yes,Yes,Pass,Business
1303,Shea Skillett,19/02/2019,Yes,Yes,Yes,Pass,Engineering
1304,Carmel Rishworth,27/02/2019,Yes,Yes,Yes,Pass,Business
1305,Marika Massard,26/02/2019,No,Yes,Yes,Fail,Data
1306,Jasper Moehle,27/02/2019,Yes,Yes,Yes,Pass,Business
1307,Luce Midden,13/02/2019,No,Yes,Yes,Fail,Business
1308,Des Dimond,07/02/2019,Yes,Yes,Yes,Pass,Engineering
1309,Cleve Hallbord,19/02/2019,Yes,Yes,Yes,Pass,Data
1310,Amos Vasnev,13/02/2019,No,Yes,Yes,Fail,Data
1311,Dukey Paddemore,12/02/2019,Yes,No,Yes,Fail,Business
1312,Elinore Bevis,28/02/2019,No,Yes,Yes,Fail,Engineering
1313,Felicity Biggans,05/02/2019,Yes,No,Yes,Fail,Data
1314,Gal Wallwood,26/02/2019,Yes,Yes,Yes,Pass,Engineering
1315,Easter Ragless,14/02/2019,Yes,Yes,Yes,Pass,Engineering
1316,Othella Gorriessen,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1317,Idaline Gadeaux,27/02/2019,Yes,Yes,Yes,Pass,Data
1318,Alfons Marchington,14/02/2019,Yes,Yes,Yes,Pass,Business
1319,Adolph Andreia,27/02/2019,Yes,Yes,Yes,Pass,Business
1320,Casar Broseman,28/02/2019,Yes,Yes,Yes,Pass,Data
1321,Eydie Tanton,14/02/2019,Yes,Yes,Yes,Pass,Data
1322,Aubert Greally,12/02/2019,No,Yes,Yes,Fail,Data
1323,Colene Degli Antoni,05/02/2019,Yes,Yes,Yes,Pass,Business
1324,Manya Ajsik,12/02/2019,Yes,Yes,Yes,Pass,Data
1325,Ervin Jerche,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1326,Gardiner Di Ruggiero,07/02/2019,Yes,Yes,Yes,Pass,Data
1327,Zak Hawes,14/02/2019,Yes,Yes,Yes,Pass,Engineering
1328,Silvester Caller,13/02/2019,Yes,Yes,Yes,Pass,Data
1329,Raimundo Stacey,05/02/2019,Yes,Yes,Yes,Fail,Business
1330,Garrett Sprulls,19/02/2019,Yes,No,Yes,Fail,Engineering
1331,Felicio Mcgillivray,05/02/2019,Yes,Yes,No,Fail,Engineering
1332,Bryanty Antonnikov,20//02/2019,Yes,Yes,No,Fail,Engineering
1333,Maggy O'Cleary,26/02/2019,Yes,Yes,Yes,Pass,Business
1334,Costa Macvey,06/02/2019,Yes,Yes,Yes,Pass,Business
1335,Phillis Melin,13/02/2019,Yes,Yes,Yes,Pass,Business
1336,Bobbye Hains,26/02/2019,Yes,Yes,Yes,Pass,Business
1337,Thorpe Pettett,28/02/2019,Yes,Yes,Yes,Pass,Business
1338,Llywellyn Hoggins,21/02/2019,Yes,Yes,Yes,Pass,Business
1339,Marni Mumberson,06/02/2019,Yes,Yes,Yes,Pass,Engineering
1340,Corette Gislebert,27/02/2019,Yes,Yes,Yes,Pass,Engineering
1341,Abby Pallatina,07/02/2019,Yes,Yes,Yes,Pass,Business
1342,Josy Nell,07/02/2019,Yes,Yes,Yes,Pass,Engineering
1343,Adiana Almey,28/02/2019,Yes,Yes,Yes,Pass,Business
1344,Paxon Witcombe,07/02/2019,Yes,Yes,Yes,Pass,Data
1345,Caryn Adriaan,05/02/2019,Yes,Yes,Yes,Pass,Engineering
1346,Broderic Bradick,06/02/2019,Yes,Yes,Yes,Pass,Engineering
1347,Bond Kimmel,07/02/2019,Yes,Yes,Yes,Pass,Business
1348,Lorrin Filler,21/02/2019,Yes,No,Yes,Fail,Engineering
1349,Shelba Westnage,14/02/2019,Yes,Yes,Yes,Fail,Engineering
1350,Jacklyn Millhouse,21/02/2019,Yes,Yes,Yes,Pass,Engineering
1351,Jard Antonowicz,26/02/2019,Yes,Yes,Yes,Pass,Data
1352,Sampson Prettejohns,27/02/2019,Yes,Yes,Yes,Fail,Engineering
1353,Allyn Mccrum,12/02/2019,Yes,Yes,No,Fail,Business
1354,Norah Bowen,26/02/2019,Yes,Yes,Yes,Pass,Business
1355,Diandra Searles,05/02/2019,Yes,Yes,Yes,Pass,Business
1356,Andrey Lawlance,05/02/2019,Yes,Yes,Yes,Pass,Business
1357,Hillel Connechie,07/02/2019,Yes,Yes,Yes,Pass,Data
1358,Gardie Charsley,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1359,Jozef Vedekhin,19/02/2019,Yes,Yes,Yes,Fail,Engineering
1360,Alick Padkin,28/02/2019,Yes,No,Yes,Fail,Engineering
1361,Edgardo Hemphall,28/02/2019,Yes,Yes,Yes,Pass,Engineering
1362,Carroll Benyon,05/02/2019,Yes,Yes,Yes,Pass,Data
1363,Beverie Moberley,22/01/2019,Yes,Yes,Yes,Pass,Business
1364,Sue Barfitt,10/01/2019,Yes,Yes,Yes,Pass,Business
1365,Kiley Clavey,31/01/2019,Yes,No,Yes,Fail,Data
1366,Windham Biagi,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1367,Skippy Worrell,29/01/2019,Yes,Yes,Yes,Fail,Data
1368,Agneta Fantini,17/01/2019,Yes,Yes,Yes,Pass,Business
1369,Tucky Duffet,22/01/2019,Yes,Yes,Yes,Pass,Engineering
1370,Em Dun,15/01/2019,Yes,Yes,Yes,Pass,Data
1371,Kit Oddboy,24/01/2019,Yes,Yes,Yes,Pass,Business
1372,Lorianna Weinham,16/01/2019,Yes,Yes,Yes,Pass,Engineering
1373,Talya Placidi,02/01/2019,Yes,No,Yes,Fail,Business
1374,Andee Plowman,30/01/2019,Yes,Yes,Yes,Pass,Data
1375,Mallory Challis,30/01/2019,Yes,Yes,Yes,Pass,Data
1376,Zea Barette,10/01/2019,Yes,Yes,No,Fail,Business
1377,Allyn Nazair,29/01/2019,Yes,Yes,Yes,Pass,Business
1378,Almire Tewkesberry,31/01/2019,Yes,Yes,Yes,Pass,Business
1379,Ernst Gidney,09/01/2019,No,Yes,Yes,Fail,Business
1380,Roxanne Edie,16/01/2019,No,Yes,Yes,Fail,Data
1381,Tara Surmeir,22/01/2019,Yes,Yes,Yes,Pass,Engineering
1382,Reeta Mcgawn,03/01/2019,Yes,Yes,Yes,Pass,Data
1383,Cly Greatrex,29/01/2019,Yes,Yes,Yes,Pass,Data
1384,Kristin Hillborne,22/01/2019,Yes,Yes,Yes,Pass,Business
1385,Sibley Kneaphsey,24/01/2019,Yes,Yes,Yes,Pass,Engineering
1386,Abigail Dunsmore,16/01/2019,Yes,Yes,Yes,Pass,Business
1387,Crysta Aikett,02/01/2019,Yes,Yes,Yes,Pass,Data
1388,Abbie Clifton,22/01/2019,Yes,Yes,No,Fail,Engineering
1389,Cassius Whatling,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1390,Arte Dimbylow,22/01/2019,No,Yes,Yes,Fail,Engineering
1391,Meggie Sidsaff,10/01/2019,Yes,No,Yes,Fail,Engineering
1392,Lurleen Symson,22/01/2019,Yes,Yes,Yes,Pass,Engineering
1393,Clemmie Kayley,15/01/2019,Yes,Yes,Yes,Pass,Engineering
1394,Thorny Uwins,15/01/2019,Yes,No,Yes,Fail,Business
1395,Alonso Hulkes,08/01/2019,Yes,Yes,Yes,Pass,Business
1396,Edsel Gingell,08/01/2019,Yes,Yes,Yes,Pass,Engineering
1397,Goran Eton,16/01/2019,Yes,Yes,Yes,Pass,Business
1398,Maxy Heeley,30/01/2019,Yes,Yes,Yes,Fail,Data
1399,Gui Graine,10/01/2019,Yes,Yes,No,Fail,Engineering
1400,Stinky Goulter,30/01/2019,Yes,Yes,Yes,Pass,Data
1401,Carmelia Huzzay,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1402,Raquela Elcox,16/01/2019,Yes,Yes,Yes,Pass,Data
1403,Rodrick Henworth,03/01/2019,Yes,Yes,Yes,Pass,Engineering
1404,Salvidor Dalrymple,29/01/2019,No,Yes,Yes,Fail,Business
1405,Carolann Bumby,10/01/2019,Yes,Yes,Yes,Pass,Business
1406,Briana Brader,31/01/2019,Yes,Yes,Yes,Fail,Business
1407,Luther Waddilow,23/01/2019,No,Yes,Yes,Fail,Data
1408,Deonne Simionato,31/01/2019,Yes,Yes,Yes,Pass,Data
1409,Florance Nann,03/01/2019,Yes,Yes,Yes,Pass,Data
1410,Cozmo Abel,31/01/2019,Yes,Yes,Yes,Fail,Business
1411,Dalila Hyett,08/01/2019,Yes,Yes,Yes,Fail,Business
1412,Dorey Mcquillan,15/01/2019,Yes,Yes,Yes,Pass,Business
1413,Danya Sedgefield,10/01/2019,Yes,Yes,Yes,Pass,Engineering
1414,Giorgio Piller,22/01/2019,Yes,Yes,No,Fail,Business
1415,Giorgio Piller,22/01/2019,Yes,Yes,No,Fail,Business
1416,Fran Gebbie,24/01/2019,Yes,Yes,No,Fail,Data
1417,Rheta Assel,02/01/2019,Yes,Yes,Yes,Pass,Business
1418,Yolanda Fosse,16/01/2019,Yes,Yes,Yes,Pass,Business
1419,Lemmie Jendrich,31/01/2019,No,Yes,Yes,Fail,Business
1420,Marga Simmig,15/01/2019,Yes,Yes,Yes,Pass,Business
1421,Merry Chesher,30/01/2019,Yes,Yes,Yes,Pass,Business
1422,Sileas Golson,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1423,Corri Pund,16/01/2019,Yes,Yes,Yes,Pass,Engineering
1424,Abeu Rimmer,22/01/2019,Yes,Yes,No,Fail,Engineering
1425,Pamela Gadman,31/01/2019,Yes,Yes,Yes,Fail,Data
1426,Cissy Deeble,03/01/2019,Yes,Yes,Yes,Pass,Data
1427,Stephan Bahls,16/01/2019,Yes,Yes,Yes,Pass,Data
1428,Patrice Prescott,24/01/2019,Yes,Yes,Yes,Pass,Business
1429,Farrell Normington,03/01/2019,Yes,No,Yes,Fail,Business
1430,Devland Benkin,15/01/2019,Yes,Yes,Yes,Pass,Engineering
1431,Teddy Ham,17/01/2019,Yes,Yes,Yes,Pass,Data
1432,Frank Tolchard,10/01/2019,Yes,Yes,Yes,Pass,Business
1433,Hetti Beach,23/01/2019,Yes,Yes,Yes,Pass,Data
1434,Daphene Friedlos,23//01/2019,Yes,Yes,Yes,Pass,Business
1435,Isac Bronger,24/01/2019,Yes,Yes,Yes,Pass,Business
1436,Vin Kattenhorn,30/01/2019,Yes,Yes,No,Fail,Data
1437,Shelli Abbess,10/01/2019,Yes,Yes,Yes,Pass,Data
1438,Caren Sterte,29/01/2019,Yes,Yes,No,Fail,Data
1439,Muhammad Garthland,24/01/2019,Yes,Yes,Yes,Pass,Engineering
1440,Worth Kos,15/01/2019,Yes,Yes,Yes,Pass,Data
1441,Jacki Pinkstone,23/01/2019,Yes,Yes,Yes,Pass,Data
1442,Hernando Guage,02/01/2019,Yes,Yes,Yes,Pass,Engineering
1443,Franciska Davidy,30/01/2019,No,Yes,Yes,Fail,Data
1444,Florinda Brabban,22/01/2019,Yes,Yes,Yes,Pass,Business
1445,Kimble Bonde,03/01/2019,Yes,Yes,Yes,Fail,Data
1446,Austin Brister,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1447,Kelsey Cranke,03/01/2019,Yes,Yes,Yes,Pass,Engineering
1448,Samuel Simone,23/01/2019,Yes,Yes,No,Fail,Business
1449,Berky Slatten,08/01/2019,Yes,Yes,Yes,Pass,Data
1450,Wit Napolitano,09/01/2019,Yes,Yes,Yes,Pass,Business
1451,Lucita Pettman,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1452,Conchita Gumey,16/01/2019,Yes,Yes,No,Fail,Business
1453,Ingeberg Othen,16/01/2019,No,Yes,Yes,Fail,Business
1454,Ambros Ethington,10/01/2019,Yes,Yes,Yes,Fail,Business
1455,Karia O'Toole,03/01/2019,No,Yes,Yes,Fail,Data
1456,Adrianna Lyddiard,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1457,Leroi Shurmer,02/01/2019,Yes,Yes,Yes,Fail,Data
1458,Regan Pittaway,15/01/2019,Yes,No,Yes,Fail,Business
1459,Emmy Luckings,02/01/2019,Yes,Yes,No,Fail,Engineering
1460,Linnea Dulling,15/01/2019,Yes,Yes,Yes,Pass,Engineering
1461,Thornton Thuillier,09/01/2019,Yes,Yes,Yes,Pass,Engineering
1462,Noah Petricek,29/01/2019,Yes,Yes,Yes,Pass,Business
1463,Harry Orcas,02/01/2019,Yes,Yes,No,Fail,Engineering
1464,Tobit Dowden,08/01/2019,Yes,Yes,Yes,Pass,Data
1465,Pet Wise,31/01/2019,Yes,Yes,Yes,Fail,Business
1466,Sylvia Akett,30/01/2019,No,Yes,Yes,Fail,Business
1467,Daisi Scarlet,30/01/2019,Yes,Yes,Yes,Pass,Data
1468,Patrice Masham,09/01/2019,Yes,No,Yes,Fail,Engineering
1469,Garvin Dracey,16/01/2019,Yes,Yes,Yes,Pass,Data
1470,Bentlee Meugens,08/01/2019,No,Yes,Yes,Fail,Engineering
1471,Garrott Demaine,16/01/2019,Yes,No,Yes,Fail,Engineering
1472,Roxanna Tunstall,24/01/2019,Yes,No,Yes,Fail,Data
1473,Melisandra Walling,23/01/2019,Yes,Yes,Yes,Pass,Business
1474,Abel Mcvaugh,03/01/2019,Yes,Yes,Yes,Pass,Engineering
1475,Nestor Thornewill,23/01/2019,Yes,Yes,Yes,Fail,Business
1476,Wilona Pammenter,16/01/2019,Yes,No,Yes,Fail,Data
1477,Davie Brahams,03/01/2019,No,Yes,Yes,Fail,Business
1478,Lynnett Swin,16/01/2019,Yes,Yes,Yes,Pass,Business
1479,Gustaf Lude,16/01/2019,Yes,Yes,Yes,Pass,Business
1480,Halli Purcell,29/01/2019,No,Yes,Yes,Fail,Business
1481,Tanner Byram,09/01/2019,Yes,Yes,Yes,Pass,Data
1482,Lauretta Bartell,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1483,Ulick Pickervance,31/01/2019,Yes,Yes,Yes,Pass,Business
1484,Sibbie Di Biasio,22/01/2019,No,Yes,Yes,Fail,Data
